Feature 	 Val_totalreads 	 Coq_totalreads
PiuraChilensis_v1_contig_13097 	 1 	 6
PiuraChilensis_v1_contig_13098 	 0 	 5
PiuraChilensis_v1_contig_13099 	 2 	 2
PiuraChilensis_v1_contig_131 	 115 	 98
PiuraChilensis_v1_contig_1310 	 2 	 8
PiuraChilensis_v1_contig_13100 	 4 	 5
PiuraChilensis_v1_contig_13101 	 1 	 2
PiuraChilensis_v1_contig_13102 	 1 	 4
PiuraChilensis_v1_contig_13103 	 2 	 2
PiuraChilensis_v1_contig_13104 	 7 	 4
PiuraChilensis_v1_contig_13105 	 1 	 2
PiuraChilensis_v1_contig_13106 	 3 	 3
PiuraChilensis_v1_contig_13107 	 18 	 9
PiuraChilensis_v1_contig_13108 	 2 	 4
PiuraChilensis_v1_contig_13109 	 3 	 1
PiuraChilensis_v1_contig_1311 	 61 	 115
PiuraChilensis_v1_contig_13110 	 3 	 2
PiuraChilensis_v1_contig_13111 	 8 	 4
PiuraChilensis_v1_contig_13112 	 24 	 7
PiuraChilensis_v1_contig_13113 	 1 	 2
PiuraChilensis_v1_contig_13114 	 1 	 6
PiuraChilensis_v1_contig_13115 	 4 	 5
PiuraChilensis_v1_contig_13116 	 1 	 3
PiuraChilensis_v1_contig_13117 	 1 	 5
PiuraChilensis_v1_contig_13118 	 6 	 7
PiuraChilensis_v1_contig_13119 	 5 	 10
PiuraChilensis_v1_contig_1312 	 13 	 8
PiuraChilensis_v1_contig_13120 	 3 	 4
PiuraChilensis_v1_contig_13121 	 10 	 4
PiuraChilensis_v1_contig_13122 	 2 	 2
PiuraChilensis_v1_contig_13123 	 3 	 3
PiuraChilensis_v1_contig_13124 	 0 	 10
PiuraChilensis_v1_contig_13125 	 6 	 3
PiuraChilensis_v1_contig_13126 	 2 	 2
PiuraChilensis_v1_contig_13127 	 4 	 1
PiuraChilensis_v1_contig_13128 	 9 	 8
PiuraChilensis_v1_contig_13129 	 0 	 4
PiuraChilensis_v1_contig_1313 	 38 	 71
PiuraChilensis_v1_contig_13130 	 11 	 3
PiuraChilensis_v1_contig_13131 	 8 	 4
PiuraChilensis_v1_contig_13132 	 0 	 4
PiuraChilensis_v1_contig_13133 	 4 	 4
PiuraChilensis_v1_contig_13134 	 2 	 6
PiuraChilensis_v1_contig_13135 	 4 	 9
PiuraChilensis_v1_contig_13136 	 5 	 9
PiuraChilensis_v1_contig_13137 	 3 	 2
PiuraChilensis_v1_contig_13138 	 4 	 2
PiuraChilensis_v1_contig_13139 	 5 	 3
PiuraChilensis_v1_contig_1314 	 59 	 57
PiuraChilensis_v1_contig_13140 	 3 	 5
PiuraChilensis_v1_contig_13141 	 0 	 4
PiuraChilensis_v1_contig_13142 	 18 	 1
PiuraChilensis_v1_contig_13143 	 23 	 4
PiuraChilensis_v1_contig_13144 	 4 	 4
PiuraChilensis_v1_contig_13145 	 1 	 5
PiuraChilensis_v1_contig_13146 	 15 	 2
PiuraChilensis_v1_contig_13147 	 1 	 4
PiuraChilensis_v1_contig_13148 	 3 	 2
PiuraChilensis_v1_contig_13149 	 6 	 0
PiuraChilensis_v1_contig_1315 	 109 	 132
PiuraChilensis_v1_contig_13150 	 7 	 2
PiuraChilensis_v1_contig_13151 	 3 	 7
PiuraChilensis_v1_contig_13152 	 7 	 2
PiuraChilensis_v1_contig_13153 	 5 	 0
PiuraChilensis_v1_contig_13154 	 12 	 9
PiuraChilensis_v1_contig_13155 	 2 	 4
PiuraChilensis_v1_contig_13156 	 4 	 0
PiuraChilensis_v1_contig_13157 	 3 	 8
PiuraChilensis_v1_contig_13158 	 3 	 4
PiuraChilensis_v1_contig_13159 	 6 	 7
PiuraChilensis_v1_contig_1316 	 57 	 38
PiuraChilensis_v1_contig_13160 	 1 	 7
PiuraChilensis_v1_contig_13161 	 3 	 5
PiuraChilensis_v1_contig_13162 	 3 	 1
PiuraChilensis_v1_contig_13163 	 4 	 2
PiuraChilensis_v1_contig_13164 	 2 	 5
PiuraChilensis_v1_contig_13165 	 3 	 2
PiuraChilensis_v1_contig_13166 	 4 	 6
PiuraChilensis_v1_contig_13167 	 4 	 3
PiuraChilensis_v1_contig_13168 	 11 	 11
PiuraChilensis_v1_contig_13169 	 5 	 11
PiuraChilensis_v1_contig_1317 	 9 	 13
PiuraChilensis_v1_contig_13170 	 2 	 4
PiuraChilensis_v1_contig_13171 	 19 	 15
PiuraChilensis_v1_contig_13172 	 7 	 1
PiuraChilensis_v1_contig_13173 	 6 	 2
PiuraChilensis_v1_contig_13174 	 4 	 4
PiuraChilensis_v1_contig_13175 	 5 	 2
PiuraChilensis_v1_contig_13176 	 3 	 4
PiuraChilensis_v1_contig_13177 	 9 	 6
PiuraChilensis_v1_contig_13178 	 4 	 2
PiuraChilensis_v1_contig_13179 	 6 	 9
PiuraChilensis_v1_contig_1318 	 0 	 2
PiuraChilensis_v1_contig_13180 	 4 	 6
PiuraChilensis_v1_contig_13181 	 8 	 8
PiuraChilensis_v1_contig_13182 	 4 	 1
PiuraChilensis_v1_contig_13183 	 1 	 1
PiuraChilensis_v1_contig_13184 	 2 	 2
PiuraChilensis_v1_contig_13185 	 4 	 3
PiuraChilensis_v1_contig_13186 	 1 	 5
PiuraChilensis_v1_contig_13187 	 7 	 12
PiuraChilensis_v1_contig_13188 	 2 	 2
PiuraChilensis_v1_contig_13189 	 4 	 3
PiuraChilensis_v1_contig_1319 	 235 	 411
PiuraChilensis_v1_contig_13190 	 6 	 3
PiuraChilensis_v1_contig_13191 	 10 	 7
PiuraChilensis_v1_contig_13192 	 0 	 7
PiuraChilensis_v1_contig_13193 	 7 	 2
PiuraChilensis_v1_contig_13194 	 1 	 3
PiuraChilensis_v1_contig_13195 	 2 	 5
PiuraChilensis_v1_contig_13196 	 6 	 8
PiuraChilensis_v1_contig_13197 	 1 	 6
PiuraChilensis_v1_contig_13198 	 2 	 6
PiuraChilensis_v1_contig_13199 	 13 	 3
PiuraChilensis_v1_contig_132 	 298 	 147
PiuraChilensis_v1_contig_1320 	 18 	 5
PiuraChilensis_v1_contig_13200 	 3 	 3
PiuraChilensis_v1_contig_13201 	 4 	 0
PiuraChilensis_v1_contig_13202 	 6 	 5
PiuraChilensis_v1_contig_13203 	 4 	 1
PiuraChilensis_v1_contig_13204 	 8 	 5
PiuraChilensis_v1_contig_13205 	 11 	 7
PiuraChilensis_v1_contig_13206 	 0 	 4
PiuraChilensis_v1_contig_13207 	 4 	 6
PiuraChilensis_v1_contig_13208 	 3 	 1
PiuraChilensis_v1_contig_13209 	 7 	 8
PiuraChilensis_v1_contig_1321 	 62 	 28
PiuraChilensis_v1_contig_13210 	 5 	 4
PiuraChilensis_v1_contig_13211 	 5 	 0
PiuraChilensis_v1_contig_13212 	 5 	 3
PiuraChilensis_v1_contig_13213 	 1 	 5
PiuraChilensis_v1_contig_13214 	 1 	 4
PiuraChilensis_v1_contig_13215 	 1 	 3
PiuraChilensis_v1_contig_13216 	 4 	 8
PiuraChilensis_v1_contig_13217 	 8 	 1
PiuraChilensis_v1_contig_13218 	 5 	 4
PiuraChilensis_v1_contig_13219 	 1 	 3
PiuraChilensis_v1_contig_1322 	 145 	 98
PiuraChilensis_v1_contig_13220 	 0 	 2
PiuraChilensis_v1_contig_13221 	 3 	 0
PiuraChilensis_v1_contig_13222 	 5 	 4
PiuraChilensis_v1_contig_13223 	 6 	 3
PiuraChilensis_v1_contig_13224 	 2 	 4
PiuraChilensis_v1_contig_13225 	 2 	 5
PiuraChilensis_v1_contig_13226 	 0 	 5
PiuraChilensis_v1_contig_13227 	 6 	 2
PiuraChilensis_v1_contig_13228 	 1 	 4
PiuraChilensis_v1_contig_13229 	 0 	 5
PiuraChilensis_v1_contig_1323 	 9 	 2
PiuraChilensis_v1_contig_13230 	 6 	 0
PiuraChilensis_v1_contig_13231 	 3 	 9
PiuraChilensis_v1_contig_13232 	 0 	 5
PiuraChilensis_v1_contig_13233 	 7 	 8
PiuraChilensis_v1_contig_13234 	 6 	 7
PiuraChilensis_v1_contig_13235 	 1 	 3
PiuraChilensis_v1_contig_13236 	 2 	 3
PiuraChilensis_v1_contig_13237 	 5 	 0
PiuraChilensis_v1_contig_13238 	 0 	 6
PiuraChilensis_v1_contig_13239 	 4 	 2
PiuraChilensis_v1_contig_1324 	 50 	 22
PiuraChilensis_v1_contig_13240 	 0 	 4
PiuraChilensis_v1_contig_13241 	 2 	 3
PiuraChilensis_v1_contig_13242 	 4 	 0
PiuraChilensis_v1_contig_13243 	 4 	 1
PiuraChilensis_v1_contig_13244 	 3 	 2
PiuraChilensis_v1_contig_13245 	 1 	 1
PiuraChilensis_v1_contig_13246 	 8 	 2
PiuraChilensis_v1_contig_13247 	 2 	 2
PiuraChilensis_v1_contig_13248 	 17 	 8
PiuraChilensis_v1_contig_13249 	 2 	 3
PiuraChilensis_v1_contig_1325 	 346 	 41
PiuraChilensis_v1_contig_13250 	 7 	 1
PiuraChilensis_v1_contig_13251 	 7 	 6
PiuraChilensis_v1_contig_13252 	 1 	 4
PiuraChilensis_v1_contig_13253 	 7 	 14
PiuraChilensis_v1_contig_13254 	 1 	 9
PiuraChilensis_v1_contig_13255 	 7 	 1
PiuraChilensis_v1_contig_13256 	 5 	 4
PiuraChilensis_v1_contig_13257 	 4 	 7
PiuraChilensis_v1_contig_13258 	 8 	 2
PiuraChilensis_v1_contig_13259 	 5 	 2
PiuraChilensis_v1_contig_1326 	 58 	 46
PiuraChilensis_v1_contig_13260 	 2 	 2
PiuraChilensis_v1_contig_13261 	 1 	 5
PiuraChilensis_v1_contig_13262 	 5 	 5
PiuraChilensis_v1_contig_13263 	 3 	 4
PiuraChilensis_v1_contig_13264 	 6 	 1
PiuraChilensis_v1_contig_13265 	 2 	 0
PiuraChilensis_v1_contig_13266 	 3 	 3
PiuraChilensis_v1_contig_13267 	 4 	 4
PiuraChilensis_v1_contig_13268 	 0 	 2
PiuraChilensis_v1_contig_13269 	 4 	 2
PiuraChilensis_v1_contig_1327 	 16 	 23
PiuraChilensis_v1_contig_13270 	 2 	 7
PiuraChilensis_v1_contig_13271 	 3 	 3
PiuraChilensis_v1_contig_13272 	 6 	 2
PiuraChilensis_v1_contig_13273 	 9 	 2
PiuraChilensis_v1_contig_13274 	 8 	 5
PiuraChilensis_v1_contig_13275 	 13 	 4
PiuraChilensis_v1_contig_13276 	 5 	 1
PiuraChilensis_v1_contig_13277 	 17 	 9
PiuraChilensis_v1_contig_13278 	 0 	 5
PiuraChilensis_v1_contig_13279 	 5 	 2
PiuraChilensis_v1_contig_1328 	 10 	 25
PiuraChilensis_v1_contig_13280 	 5 	 2
PiuraChilensis_v1_contig_13281 	 1 	 6
PiuraChilensis_v1_contig_13282 	 2 	 10
PiuraChilensis_v1_contig_13283 	 1 	 3
PiuraChilensis_v1_contig_13284 	 3 	 3
PiuraChilensis_v1_contig_13285 	 1 	 3
PiuraChilensis_v1_contig_13286 	 3 	 1
PiuraChilensis_v1_contig_13287 	 3 	 2
PiuraChilensis_v1_contig_13288 	 4 	 2
PiuraChilensis_v1_contig_13289 	 1 	 1
PiuraChilensis_v1_contig_1329 	 23 	 30
PiuraChilensis_v1_contig_13290 	 4 	 3
PiuraChilensis_v1_contig_13291 	 7 	 2
PiuraChilensis_v1_contig_13292 	 3 	 0
PiuraChilensis_v1_contig_13293 	 3 	 2
PiuraChilensis_v1_contig_13294 	 3 	 4
PiuraChilensis_v1_contig_13295 	 2 	 1
PiuraChilensis_v1_contig_13296 	 4 	 4
PiuraChilensis_v1_contig_13297 	 1 	 4
PiuraChilensis_v1_contig_13298 	 3 	 4
PiuraChilensis_v1_contig_13299 	 5 	 3
PiuraChilensis_v1_contig_133 	 5 	 14
PiuraChilensis_v1_contig_1330 	 0 	 5
PiuraChilensis_v1_contig_13300 	 1 	 7
PiuraChilensis_v1_contig_13301 	 2 	 4
PiuraChilensis_v1_contig_13302 	 1 	 4
PiuraChilensis_v1_contig_13303 	 7 	 6
PiuraChilensis_v1_contig_13304 	 1 	 4
PiuraChilensis_v1_contig_13305 	 1 	 8
PiuraChilensis_v1_contig_13306 	 3 	 3
PiuraChilensis_v1_contig_13307 	 16 	 9
PiuraChilensis_v1_contig_13308 	 3 	 4
PiuraChilensis_v1_contig_13309 	 0 	 5
PiuraChilensis_v1_contig_1331 	 9 	 21
PiuraChilensis_v1_contig_13310 	 1 	 1
PiuraChilensis_v1_contig_13311 	 2 	 2
PiuraChilensis_v1_contig_13312 	 6 	 7
PiuraChilensis_v1_contig_13313 	 2 	 4
PiuraChilensis_v1_contig_13314 	 11 	 5
PiuraChilensis_v1_contig_13315 	 6 	 2
PiuraChilensis_v1_contig_13316 	 9 	 1
PiuraChilensis_v1_contig_13317 	 6 	 8
PiuraChilensis_v1_contig_13318 	 12 	 1
PiuraChilensis_v1_contig_13319 	 3 	 2
PiuraChilensis_v1_contig_1332 	 35 	 38
PiuraChilensis_v1_contig_13320 	 1 	 9
PiuraChilensis_v1_contig_13321 	 1 	 0
PiuraChilensis_v1_contig_13322 	 7 	 2
PiuraChilensis_v1_contig_13323 	 2 	 3
PiuraChilensis_v1_contig_13324 	 13 	 13
PiuraChilensis_v1_contig_13325 	 1 	 3
PiuraChilensis_v1_contig_13326 	 0 	 1
PiuraChilensis_v1_contig_13327 	 1 	 2
PiuraChilensis_v1_contig_13328 	 2 	 2
PiuraChilensis_v1_contig_13329 	 1 	 0
PiuraChilensis_v1_contig_1333 	 804 	 136
PiuraChilensis_v1_contig_13330 	 7 	 8
PiuraChilensis_v1_contig_13331 	 6 	 2
PiuraChilensis_v1_contig_13332 	 17 	 3
PiuraChilensis_v1_contig_13333 	 4 	 3
PiuraChilensis_v1_contig_13334 	 7 	 0
PiuraChilensis_v1_contig_13335 	 8 	 3
PiuraChilensis_v1_contig_13336 	 4 	 8
PiuraChilensis_v1_contig_13337 	 2 	 0
PiuraChilensis_v1_contig_13338 	 3 	 6
PiuraChilensis_v1_contig_13339 	 1 	 1
PiuraChilensis_v1_contig_1334 	 42 	 180
PiuraChilensis_v1_contig_13340 	 4 	 2
PiuraChilensis_v1_contig_13341 	 0 	 4
PiuraChilensis_v1_contig_13342 	 24 	 7
PiuraChilensis_v1_contig_13343 	 0 	 4
PiuraChilensis_v1_contig_13344 	 0 	 1
PiuraChilensis_v1_contig_13345 	 0 	 2
PiuraChilensis_v1_contig_13346 	 2 	 2
PiuraChilensis_v1_contig_13347 	 5 	 2
PiuraChilensis_v1_contig_13348 	 0 	 3
PiuraChilensis_v1_contig_13349 	 1 	 6
PiuraChilensis_v1_contig_1335 	 68 	 127
PiuraChilensis_v1_contig_13350 	 5 	 4
PiuraChilensis_v1_contig_13351 	 1 	 3
PiuraChilensis_v1_contig_13352 	 3 	 0
PiuraChilensis_v1_contig_13353 	 0 	 5
PiuraChilensis_v1_contig_13354 	 4 	 2
PiuraChilensis_v1_contig_13355 	 2 	 8
PiuraChilensis_v1_contig_13356 	 5 	 2
PiuraChilensis_v1_contig_13357 	 2 	 2
PiuraChilensis_v1_contig_13358 	 3 	 2
PiuraChilensis_v1_contig_13359 	 1 	 1
PiuraChilensis_v1_contig_1336 	 114 	 55
PiuraChilensis_v1_contig_13360 	 2 	 6
PiuraChilensis_v1_contig_13361 	 6 	 6
PiuraChilensis_v1_contig_13362 	 3 	 6
PiuraChilensis_v1_contig_13363 	 4 	 3
PiuraChilensis_v1_contig_13364 	 12 	 11
PiuraChilensis_v1_contig_13365 	 4 	 3
PiuraChilensis_v1_contig_13366 	 2 	 2
PiuraChilensis_v1_contig_13367 	 2 	 7
PiuraChilensis_v1_contig_13368 	 6 	 1
PiuraChilensis_v1_contig_13369 	 12 	 10
PiuraChilensis_v1_contig_1337 	 9 	 5
PiuraChilensis_v1_contig_13370 	 2 	 2
PiuraChilensis_v1_contig_13371 	 9 	 2
PiuraChilensis_v1_contig_13372 	 2 	 4
PiuraChilensis_v1_contig_13373 	 6 	 7
PiuraChilensis_v1_contig_13374 	 9 	 2
PiuraChilensis_v1_contig_13375 	 16 	 12
PiuraChilensis_v1_contig_13376 	 21 	 9
PiuraChilensis_v1_contig_13377 	 2 	 2
PiuraChilensis_v1_contig_13378 	 5 	 2
PiuraChilensis_v1_contig_13379 	 3 	 6
PiuraChilensis_v1_contig_1338 	 84 	 106
PiuraChilensis_v1_contig_13380 	 7 	 10
PiuraChilensis_v1_contig_13381 	 4 	 1
PiuraChilensis_v1_contig_13382 	 3 	 6
PiuraChilensis_v1_contig_13383 	 0 	 3
PiuraChilensis_v1_contig_13384 	 8 	 3
PiuraChilensis_v1_contig_13385 	 2 	 1
PiuraChilensis_v1_contig_13386 	 2 	 3
PiuraChilensis_v1_contig_13387 	 3 	 1
PiuraChilensis_v1_contig_13388 	 3 	 2
PiuraChilensis_v1_contig_13389 	 14 	 3
PiuraChilensis_v1_contig_1339 	 187 	 241
PiuraChilensis_v1_contig_13390 	 29 	 7
PiuraChilensis_v1_contig_13391 	 1 	 4
PiuraChilensis_v1_contig_13392 	 2 	 4
PiuraChilensis_v1_contig_13393 	 2 	 1
PiuraChilensis_v1_contig_13394 	 0 	 0
PiuraChilensis_v1_contig_13395 	 0 	 3
PiuraChilensis_v1_contig_13396 	 7 	 1
PiuraChilensis_v1_contig_13397 	 2 	 4
PiuraChilensis_v1_contig_13398 	 4 	 3
PiuraChilensis_v1_contig_13399 	 5 	 2
PiuraChilensis_v1_contig_134 	 2 	 3
PiuraChilensis_v1_contig_1340 	 27 	 49
PiuraChilensis_v1_contig_13400 	 3 	 6
PiuraChilensis_v1_contig_13401 	 1 	 6
PiuraChilensis_v1_contig_13402 	 1 	 4
PiuraChilensis_v1_contig_13403 	 2 	 2
PiuraChilensis_v1_contig_13404 	 11 	 8
PiuraChilensis_v1_contig_13405 	 5 	 0
PiuraChilensis_v1_contig_13406 	 7 	 2
PiuraChilensis_v1_contig_13407 	 3 	 2
PiuraChilensis_v1_contig_13408 	 2 	 1
PiuraChilensis_v1_contig_13409 	 0 	 7
PiuraChilensis_v1_contig_1341 	 4 	 4
PiuraChilensis_v1_contig_13410 	 8 	 3
PiuraChilensis_v1_contig_13411 	 8 	 3
PiuraChilensis_v1_contig_13412 	 19 	 5
PiuraChilensis_v1_contig_13413 	 10 	 4
PiuraChilensis_v1_contig_13414 	 3 	 1
PiuraChilensis_v1_contig_13415 	 6 	 4
PiuraChilensis_v1_contig_13416 	 2 	 0
PiuraChilensis_v1_contig_13417 	 6 	 9
PiuraChilensis_v1_contig_13418 	 3 	 7
PiuraChilensis_v1_contig_13419 	 3 	 2
PiuraChilensis_v1_contig_1342 	 33 	 20
PiuraChilensis_v1_contig_13420 	 3 	 4
PiuraChilensis_v1_contig_13421 	 1 	 2
PiuraChilensis_v1_contig_13422 	 16 	 14
PiuraChilensis_v1_contig_13423 	 4 	 2
PiuraChilensis_v1_contig_13424 	 6 	 5
PiuraChilensis_v1_contig_13425 	 2 	 1
PiuraChilensis_v1_contig_13426 	 2 	 2
PiuraChilensis_v1_contig_13427 	 11 	 4
PiuraChilensis_v1_contig_13428 	 5 	 0
PiuraChilensis_v1_contig_13429 	 1 	 2
PiuraChilensis_v1_contig_1343 	 69 	 23
PiuraChilensis_v1_contig_13430 	 1 	 2
PiuraChilensis_v1_contig_13431 	 1 	 10
PiuraChilensis_v1_contig_13432 	 5 	 1
PiuraChilensis_v1_contig_13433 	 2 	 3
PiuraChilensis_v1_contig_13434 	 9 	 5
PiuraChilensis_v1_contig_13435 	 3 	 4
PiuraChilensis_v1_contig_13436 	 2 	 3
PiuraChilensis_v1_contig_13437 	 3 	 2
PiuraChilensis_v1_contig_13438 	 5 	 3
PiuraChilensis_v1_contig_13439 	 2 	 3
PiuraChilensis_v1_contig_1344 	 11 	 24
PiuraChilensis_v1_contig_13440 	 3 	 2
PiuraChilensis_v1_contig_13441 	 2 	 2
PiuraChilensis_v1_contig_13442 	 4 	 4
PiuraChilensis_v1_contig_13443 	 6 	 1
PiuraChilensis_v1_contig_13444 	 16 	 6
PiuraChilensis_v1_contig_13445 	 2 	 2
PiuraChilensis_v1_contig_13446 	 8 	 1
PiuraChilensis_v1_contig_13447 	 6 	 3
PiuraChilensis_v1_contig_13448 	 13 	 3
PiuraChilensis_v1_contig_13449 	 2 	 2
PiuraChilensis_v1_contig_1345 	 65 	 37
PiuraChilensis_v1_contig_13450 	 14 	 1
PiuraChilensis_v1_contig_13451 	 2 	 3
PiuraChilensis_v1_contig_13452 	 6 	 1
PiuraChilensis_v1_contig_13453 	 3 	 8
PiuraChilensis_v1_contig_13454 	 3 	 4
PiuraChilensis_v1_contig_13455 	 1 	 5
PiuraChilensis_v1_contig_13456 	 2 	 4
PiuraChilensis_v1_contig_13457 	 2 	 6
PiuraChilensis_v1_contig_13458 	 1 	 6
PiuraChilensis_v1_contig_13459 	 31 	 3
PiuraChilensis_v1_contig_1346 	 34 	 12
PiuraChilensis_v1_contig_13460 	 2 	 6
PiuraChilensis_v1_contig_13461 	 8 	 1
PiuraChilensis_v1_contig_13462 	 1 	 3
PiuraChilensis_v1_contig_13463 	 6 	 1
PiuraChilensis_v1_contig_13464 	 0 	 6
PiuraChilensis_v1_contig_13465 	 9 	 8
PiuraChilensis_v1_contig_13466 	 5 	 1
PiuraChilensis_v1_contig_13467 	 4 	 6
PiuraChilensis_v1_contig_13468 	 2 	 3
PiuraChilensis_v1_contig_13469 	 7 	 5
PiuraChilensis_v1_contig_1347 	 19 	 17
PiuraChilensis_v1_contig_13470 	 2 	 2
PiuraChilensis_v1_contig_13471 	 0 	 3
PiuraChilensis_v1_contig_13472 	 2 	 4
PiuraChilensis_v1_contig_13473 	 3 	 3
PiuraChilensis_v1_contig_13474 	 2 	 5
PiuraChilensis_v1_contig_13475 	 10 	 3
PiuraChilensis_v1_contig_13476 	 7 	 3
PiuraChilensis_v1_contig_13477 	 1 	 2
PiuraChilensis_v1_contig_13478 	 9 	 2
PiuraChilensis_v1_contig_13479 	 3 	 4
PiuraChilensis_v1_contig_1348 	 2 	 8
PiuraChilensis_v1_contig_13480 	 3 	 4
PiuraChilensis_v1_contig_13481 	 1 	 4
PiuraChilensis_v1_contig_13482 	 1 	 3
PiuraChilensis_v1_contig_13483 	 7 	 6
PiuraChilensis_v1_contig_13484 	 3 	 2
PiuraChilensis_v1_contig_13485 	 3 	 2
PiuraChilensis_v1_contig_13486 	 4 	 8
PiuraChilensis_v1_contig_13487 	 5 	 5
PiuraChilensis_v1_contig_13488 	 6 	 2
PiuraChilensis_v1_contig_13489 	 7 	 7
PiuraChilensis_v1_contig_1349 	 7 	 6
PiuraChilensis_v1_contig_13490 	 8 	 4
PiuraChilensis_v1_contig_13491 	 1 	 2
PiuraChilensis_v1_contig_13492 	 4 	 3
PiuraChilensis_v1_contig_13493 	 0 	 4
PiuraChilensis_v1_contig_13494 	 0 	 3
PiuraChilensis_v1_contig_13495 	 3 	 2
PiuraChilensis_v1_contig_13496 	 6 	 3
PiuraChilensis_v1_contig_13497 	 1 	 2
PiuraChilensis_v1_contig_13498 	 1 	 3
PiuraChilensis_v1_contig_13499 	 10 	 8
PiuraChilensis_v1_contig_135 	 0 	 14
PiuraChilensis_v1_contig_1350 	 1 	 6
PiuraChilensis_v1_contig_13500 	 3 	 1
PiuraChilensis_v1_contig_13501 	 1 	 4
PiuraChilensis_v1_contig_13502 	 3 	 2
PiuraChilensis_v1_contig_13503 	 0 	 2
PiuraChilensis_v1_contig_13504 	 3 	 1
PiuraChilensis_v1_contig_13505 	 4 	 3
PiuraChilensis_v1_contig_13506 	 3 	 3
PiuraChilensis_v1_contig_13507 	 0 	 5
PiuraChilensis_v1_contig_13508 	 4 	 2
PiuraChilensis_v1_contig_13509 	 2 	 4
PiuraChilensis_v1_contig_1351 	 63 	 63
PiuraChilensis_v1_contig_13510 	 5 	 5
PiuraChilensis_v1_contig_13511 	 2 	 6
PiuraChilensis_v1_contig_13512 	 1 	 5
PiuraChilensis_v1_contig_13513 	 6 	 8
PiuraChilensis_v1_contig_13514 	 0 	 4
PiuraChilensis_v1_contig_13515 	 2 	 1
PiuraChilensis_v1_contig_13516 	 19 	 6
PiuraChilensis_v1_contig_13517 	 4 	 2
PiuraChilensis_v1_contig_13518 	 3 	 4
PiuraChilensis_v1_contig_13519 	 4 	 2
PiuraChilensis_v1_contig_1352 	 76 	 23
PiuraChilensis_v1_contig_13520 	 2 	 5
PiuraChilensis_v1_contig_13521 	 6 	 4
PiuraChilensis_v1_contig_13522 	 3 	 0
PiuraChilensis_v1_contig_13523 	 5 	 3
PiuraChilensis_v1_contig_13524 	 0 	 2
PiuraChilensis_v1_contig_13525 	 2 	 5
PiuraChilensis_v1_contig_13526 	 10 	 2
PiuraChilensis_v1_contig_13527 	 7 	 3
PiuraChilensis_v1_contig_13528 	 7 	 3
PiuraChilensis_v1_contig_13529 	 2 	 2
PiuraChilensis_v1_contig_1353 	 19 	 32
PiuraChilensis_v1_contig_13530 	 14 	 6
PiuraChilensis_v1_contig_13531 	 1 	 1
PiuraChilensis_v1_contig_13532 	 4 	 2
PiuraChilensis_v1_contig_13533 	 1 	 4
PiuraChilensis_v1_contig_13534 	 1 	 5
PiuraChilensis_v1_contig_13535 	 0 	 3
PiuraChilensis_v1_contig_13536 	 2 	 3
PiuraChilensis_v1_contig_13537 	 5 	 2
PiuraChilensis_v1_contig_13538 	 8 	 4
PiuraChilensis_v1_contig_13539 	 5 	 2
PiuraChilensis_v1_contig_1354 	 2 	 1
PiuraChilensis_v1_contig_13540 	 1 	 2
PiuraChilensis_v1_contig_13541 	 8 	 1
PiuraChilensis_v1_contig_13542 	 16 	 3
PiuraChilensis_v1_contig_13543 	 11 	 2
PiuraChilensis_v1_contig_13544 	 3 	 1
PiuraChilensis_v1_contig_13545 	 6 	 6
PiuraChilensis_v1_contig_13546 	 4 	 3
PiuraChilensis_v1_contig_13547 	 7 	 0
PiuraChilensis_v1_contig_13548 	 12 	 6
PiuraChilensis_v1_contig_13549 	 5 	 0
PiuraChilensis_v1_contig_1355 	 25 	 35
PiuraChilensis_v1_contig_13550 	 0 	 5
PiuraChilensis_v1_contig_13551 	 2 	 4
PiuraChilensis_v1_contig_13552 	 1 	 4
PiuraChilensis_v1_contig_13553 	 6 	 4
PiuraChilensis_v1_contig_13554 	 1 	 3
PiuraChilensis_v1_contig_13555 	 7 	 5
PiuraChilensis_v1_contig_13556 	 3 	 3
PiuraChilensis_v1_contig_13557 	 7 	 1
PiuraChilensis_v1_contig_13558 	 4 	 3
PiuraChilensis_v1_contig_13559 	 4 	 5
PiuraChilensis_v1_contig_1356 	 35 	 18
PiuraChilensis_v1_contig_13560 	 3 	 3
PiuraChilensis_v1_contig_13561 	 0 	 3
PiuraChilensis_v1_contig_13562 	 4 	 2
PiuraChilensis_v1_contig_13563 	 4 	 5
PiuraChilensis_v1_contig_13564 	 1 	 3
PiuraChilensis_v1_contig_13565 	 3 	 3
PiuraChilensis_v1_contig_13566 	 2 	 5
PiuraChilensis_v1_contig_13567 	 2 	 4
PiuraChilensis_v1_contig_13568 	 5 	 3
PiuraChilensis_v1_contig_13569 	 3 	 4
PiuraChilensis_v1_contig_1357 	 33 	 80
PiuraChilensis_v1_contig_13570 	 2 	 6
PiuraChilensis_v1_contig_13571 	 3 	 4
PiuraChilensis_v1_contig_13572 	 3 	 5
PiuraChilensis_v1_contig_13573 	 6 	 4
PiuraChilensis_v1_contig_13574 	 1 	 5
PiuraChilensis_v1_contig_13575 	 1 	 4
PiuraChilensis_v1_contig_13576 	 4 	 2
PiuraChilensis_v1_contig_13577 	 12 	 6
PiuraChilensis_v1_contig_13578 	 4 	 3
PiuraChilensis_v1_contig_13579 	 4 	 3
PiuraChilensis_v1_contig_1358 	 8 	 4
